Review,Food & Drinks Quality & Price,"General (Ambience, Entertainment, & Experience)",Service
The best restaurant in NY. For those who love Italian food like me I couldn't choose a better place. I ate pasta of the day with pistachio cream and prawns... it felt like being at home. Excellent !!!,Good,Good,
"If you want to eat Italian food this is the best place!
Authentic tastes and beautiful dishes composition.
Good prices and really good quality!
I’ll definitely come back!",Good,Good,
"The best pasta in town, the food was amazing and Danilo was incredible! It’s 10/10! You should make a reservation before going",Good,Good,Good
"Excellent food and amazing Italian experience! 
Starters and pasta were delicious and last but not least I loved cannoli 😍 don’t miss it!",Good,Good,
This spot is perfect if you miss Italy and want some Good. Best Italian place in the city and real Italian food. Highly recommended,Good,Good,
"Best Italian restaurant in nyc amazing staff, you will feel like in Italy 
The food is great, must have the cannoli Lunch time is perfect too, love it after work or school",Good,Good,Good
No wonder this and their other restaurant are #1 and #2 in NYC! We had lunch in one and dinner at the other one and the Italian food was absolutely amazing and comparable to highest end Italian food in Italy!,Good,,
"Daniel is such a nice waiter! The food was delicious ! This place has a very nice Italian pasta you mast try the one with the lobster 🦞, and the Tiramisu dessert ! I had amazing delicious dinner! Thank you!",Good,,Good
"Restaurant booked from France after reading the comments on Trip Advisor and everything is there! Delicious quality products, nice place, professional and welcoming staff.",Good,Good,Good
"Went for a friends birthday dinner. Service and food was very good, and they gave a cannoli on the house which was also great.",Good,,Good
Best Italian food in New York City. Extremely friendly staff and the atmosphere is immaculate! It’s a must when you are in the city. Probably best Italian I’ve had in the US,Good,Good,Good
Amazing food and great service.  Gabriel is super friendly and introduced the menu and food to us patiently. Will come back.,Good,,Good
"Stopped in for a quick lunch. Most attentive service of almost any restaurant I’ve visited. Waiter recommended a very nice white Italian wine per my specs. Very broad and diverse menu of outstanding dishes. Loved the Greek Salad, Grilled Calamari, and the Milanese-style cutlet chicken. So good!


We didn’t have just one waiter. Amazing how several wait staff seemed to be working in concert for us. Empty dishes quickly disappeared and next courses quickly reappeared.  Not only efficient, but one of the friendliest wait staffs.


Food and experience were so good, that I ate lunch here 3-days in a row!",Good,Good,Good
"I have never written a review, but for this restaurant it was more than necessary! Exceptional Chef Gioele together with all his staff!!!",Good,Good,Good
"Walking through the streets of New York we came across this wonderful restaurant. We have been in this city for 3 days and have always come here to eat. Fantastic cuisine to say the least, very kind staff with a great chef.",Good,Good,Good
"We had dinner in this small, but really small place, but great for the friendliness of the waiters, in particular Iacopo, a very cheerful and very nice guy. In the same way also Sebastiano the manager. Good and plentiful dishes. I recommend booking because there are few places and there is always a queue.",Good,,Good
It’a a very small restaurant and could be noisy but the food and service are marvelous! Just go and enjoy Soho vibes with a sicilian taste.,Good,Bad,Good
"Excellent cuisine with various Italian specialties.
The pappardelle with porcini mushrooms is excellent.
Special thanks to Gioele for his hospitality which made us feel like we were at home.",Good,,Good
Piccola cucina taught me how beautiful and authentically delicious Italian cuisine can be. There is a lot of love and a deep respect for the ingredients in Chef’s cooking. Bravissimo and thank you!,Good,,
"Amazing food!! Great service. Eggplant is to die for. Branzino and tartare incredible. Service is top notch. Pablo knows that menu like the palm of his hand.
Must visit if you are ever in New York.",Good,Good,Good
"Been there in 2018 and the place is never a disappointment - our server Gianluca was very friendly and welcoming!
Definitely recommend :-)",,,Good
Had a great late dinner here with my family. Amazing pasta dishes for a great price and very friendly service. Would recommend!,Good,Good,Good
We had a nice lunch in this beautiful tiny restaurant ! We had pastas and salads and it was very good ! To be tried !!! Staff very nice as well,Good,Good,Good
"Characteristic location. Truly Italian food. Spectacular typical Sicilian desserts.
Friendly and smiling staff.
Italian coffee.",Good,Good,Good
Hector was such a friendly waiter and the food was delicious as always! Highly recommend that anyone in the city check it out!,Good,,Good
"Fantastic experience, legitimately Italian dishes, the pasta was made to order and the service was exceptional, all the staff were very grateful and extremely attentive, with great attention to Danilo who served us with Michelan quality!!!! Congratulations to this fantastic restaurant.",Good,Good,Good
"Our experience here was simply incredible, cozy place, the service was exceptional, Danilo served us with great friendliness, politeness… the food was impeccable…
Everything scores 1000",Good,Good,Good
"Amazing place, chef came over and greeted our group. Also amazing food. The vibe of the restaurant is great, and the workers are very nice",Good,Good,Good
"This is the best italian restaurant n town!!! 
The food is delicious, authentic and look gorgeous. The service staff is very nice and friendly and they offer drinks according your main course!! Absolutely incredible this place. 
Is not cheap but every penny is worth it.
Don’t think about it, you need to try this place",Good,Good,Good
"Took my mom for a dinner here!
such an amazing food !!!! Each bite is lien a symphony! 
Danilo is an amazing server, he said the fried calamari he has ever had- and it worth every bite !
THANK YOU!",Good,,Good
