Review,Food & Drinks Quality & Price,"General (Ambience, Entertainment, & Experience)",Service
amazing food great service well locate large portion interesting taste warm atmosphere quiet pleasant,Good,Good,Good
small nice place kind professional friendly staff excellent quality cuisine recommend,Good,Good,Good
great lunch special lovely service ambience tasty would highly recommend able accommodate group 7 within 30 minute,Good,Good,Good
delicious meal incredibly kind staff order tagliatelle verdi wild boar truffle,Good,,Good
wonderful impeccable service cincia friendly efficient excellent arancino spectacular canolli feel like sicily middle usa,Good,Good,Good
excellent service typical italian food starter try arancino traditional sicilian recipe main course fusiloni finish wonderful cannoli recommend,Good,,Good
wonderful restaurant delicious food fair price nothing like sicily love fantastic service worth make reservation,Good,Good,Good
pasta good one well eat ny fully represent italian culture serve cinzia fantastica,Good,Good,Good
spot great food always good authentic cinzia fantastic attentive detail also present we dish day extreme care 5 star,Good,Good,Good
everything cozy spot spot excellent attentive service creative delicious food pasta miss planning return soon,Good,Good,Good
good every time talk french good address friendly danielo great good always talk french good address friendly danielo friendly waiter,Good,Good,Good
fun informal italian restaurant good plentiful dish worth book dinner popular,Good,Good,
world pasta another level ny many italian restaurant without doubt good visit shelter pass big apple pleasantly surprise,Good,,
amazing place get agniolotti italian say piccola cucina make even well place italy also find favorite small cellar dhot grillet champagne almost impossible find absolute top experience,Good,Good,
good restaurant nyc eat good restaurant world rank one good,Good,,
second time come service always exceptional welcome cool atmosphere good music friendly staff perfect food ask waiter name pasta day mistake bruschetta starter excellent choice,Good,Good,Good
really love place seriously food incredible especially service everyone sweet attentive waiter super willing miss anything without doubt place need visit highly award always special dish day waiter introduce ate pasta seafood glass wine dish well serve order starter share pasta two woman finish dish well serve even split two bill come 103 dollar we super fair even get delicious complimentary dessert experience valid good place come friend family,Good,Good,Good
spot great food exceptional affordable definitely recommend look comfort yet quality food hesitate come book advance get pack quickly,Good,Good,
food service excellent vibe authentic service adorable definetly recommend,Good,Good,Good
pasta prefect service also good kind crowded restaurant seat tiny good date family gathering,Good,Bad,Good
wonderful restaurant food amazing small comfy place traditionally italian food wonderful time attention point service marvelous,Good,Good,Good
warm atmosphere excellent service good great eat soho family recommend,Good,Good,Good
quality quantity high level miss must top service welcome courteous throughout feel home,Good,Good,Good
absolutely amazing pasta grrst staff highly recommend lobster green pesto pasta truffle butter pasta yummie,Good,,Good
amazing pasta guesstimate good town cosy busy atmosphere go,Good,Good,
good atmosphere pleasant waiter good wine rather overpriced enjoy various pasta dish meatball dessert,,Good,Good
awesome atmosphere food great catch friend family place feel italian,Good,Good,
delicious authentic italian food 10 10 definitely recommend everything come fresh time even busy must visit,Good,Good,Good
fantastic spot lunch dinner go birthday lunch everything phenomenal server danielo fantastic planning go soon,,Good,Good
good italian restaurant manhattan far ten time everyone special experience warmly recommend,,Good,
arrive 7 pm full restaurant wait minute wow restaurant worth wait great selection wine absolutely stunning food ambience would fully recommend hesitation awesome experience,Good,Good,
fall love pasta place perfect without doubt one favorite restaurant maría attentive give we good recommendation love,Good,,Good
good time kind staff quality delicious food hope come back soon super recommend,Good,Good,Good
